WP_012627920.1_2264	WP_012627920.1_2264
WP_012627952.1_2296	WP_012627952.1_2296
WP_041236955.1_2328	WP_041236955.1_2328
WP_041236960.1_2360	WP_041236960.1_2360
WP_012628049.1_2392	WP_012628049.1_2392
WP_012628080.1_2424	WP_012628080.1_2424
WP_083774723.1_2456	WP_083774723.1_2456
WP_012628137.1_2488	WP_012628137.1_2488
WP_012628170.1_2520	WP_012628170.1_2520
WP_012628203.1_2552	WP_012628203.1_2552
WP_012628236.1_2584	WP_012628236.1_2584
WP_012628266.1_2616	WP_012628266.1_2616
WP_012628298.1_2648	WP_012628298.1_2648
WP_012628330.1_2680	WP_012628330.1_2680
WP_156793642.1_2712	WP_156793642.1_2712
WP_012628418.1_2776	WP_012628418.1_2776
WP_012628448.1_2808	WP_012628448.1_2808
WP_156793812.1_2840	WP_156793812.1_2840
WP_012628508.1_2872	WP_012628508.1_2872
WP_041237074.1_2904	WP_041237074.1_2904
WP_012628569.1_2936	WP_012628569.1_2936
WP_012628604.1_2968	WP_012628604.1_2968
WP_012628636.1_3000	WP_012628636.1_3000
WP_012628669.1_3032	WP_012628669.1_3032
WP_012628701.1_3064	WP_012628701.1_3064
WP_012628736.1_3096	WP_012628736.1_3096
WP_156793662.1_3128	WP_156793662.1_3128
WP_012628800.1_3160	WP_012628800.1_3160
WP_012628833.1_3192	WP_012628833.1_3192
WP_012628865.1_3224	WP_012628865.1_3224
WP_012628893.1_3256	WP_012628893.1_3256
WP_012628893.1_3256	WP_unassigned_3251
WP_012628926.1_3288	WP_012628926.1_3288
WP_012628957.1_3320	WP_012628957.1_3320
WP_012628988.1_3352	WP_012628988.1_3352
WP_012629021.1_3384	WP_012629021.1_3384
WP_041237175.1_3416	WP_041237175.1_3416
WP_012629085.1_3448	WP_012629085.1_3448
WP_012629119.1_3480	WP_012629119.1_3480
WP_012629150.1_3512	WP_012629150.1_3512
WP_012629180.1_3544	WP_012629180.1_3544
WP_012629211.1_3576	WP_012629211.1_3576
WP_041236380.1_3608	WP_041236380.1_3608
WP_012629274.1_3640	WP_012629274.1_3640
WP_012629304.1_3672	WP_012629304.1_3672
WP_012629335.1_3704	WP_012629335.1_3704
WP_012629366.1_3736	WP_012629366.1_3736
WP_083774737.1_3768	WP_083774737.1_3768
WP_012629431.1_3800	WP_012629431.1_3800
WP_012629463.1_3832	WP_012629463.1_3832
WP_012629495.1_3864	WP_012629495.1_3864
WP_012629524.1_3896	WP_012629524.1_3896
WP_012629557.1_3928	WP_012629557.1_3928
WP_012629590.1_3960	WP_012629590.1_3960
WP_012629621.1_3992	WP_012629621.1_3992
WP_012629656.1_4024	WP_012629656.1_4024
WP_012629683.1_4056	WP_012629683.1_4056
WP_012629715.1_4088	WP_012629715.1_4088
WP_012629747.1_4120	WP_012629747.1_4120
WP_012629781.1_4152	WP_012629781.1_4152
WP_012629813.1_4184	WP_012629813.1_4184
WP_156793699.1_4216	WP_156793699.1_4216
WP_012629876.1_4248	WP_012629876.1_4248
WP_041237341.1_4280	WP_041237341.1_4280
WP_012629967.1_4344	WP_012629967.1_4344
WP_012629995.1_4376	WP_012629995.1_4376
WP_012630026.1_4408	WP_012630026.1_4408
WP_012630058.1_4440	WP_012630058.1_4440
WP_012630091.1_4472	WP_012630091.1_4472
WP_012630123.1_4504	WP_012630123.1_4504
WP_012630154.1_4536	WP_012630154.1_4536
WP_012630186.1_4568	WP_012630186.1_4568
WP_012630250.1_4632	WP_012630250.1_4632
WP_012630279.1_4664	WP_012630279.1_4664
WP_unassigned_4696	WP_unassigned_4696
WP_012630346.1_4728	WP_012630346.1_4728
WP_012630376.1_4760	WP_012630376.1_4760
WP_012630406.1_4792	WP_012630406.1_4792
WP_083774751.1_4824	WP_083774751.1_4824
WP_012630462.1_4856	WP_012630462.1_4856
WP_156793726.1_4888	WP_156793726.1_4888
WP_012630527.1_4920	WP_012630527.1_4920
WP_012630560.1_4952	WP_012630560.1_4952
WP_012623465.1_4984	WP_012623465.1_4984
WP_012623465.1_4984	WP_012630665.1_5242
WP_015939390.1_5016	WP_015939390.1_5016
WP_015939425.1_5048	WP_015939425.1_5048
WP_015939459.1_5080	WP_015939459.1_5080
WP_015939489.1_5112	WP_015939489.1_5112
WP_012630592.1_5144	WP_012630592.1_5144
WP_012630644.1_5208	WP_012630644.1_5208
WP_041237553.1_5240	WP_041237553.1_5240
WP_012630693.1_5272	WP_012630693.1_5272
WP_012630726.1_5304	WP_012630726.1_5304
WP_012623644.1_5336	WP_012623644.1_5336
WP_012625722.1_25	WP_012625722.1_25
WP_049770903.1_57	WP_049770903.1_57
WP_012625784.1_89	WP_012625784.1_89
WP_012625819.1_121	WP_012625819.1_121
WP_012625850.1_153	WP_012625850.1_153
WP_156793730.1_185	WP_156793730.1_185
WP_012625917.1_217	WP_012625917.1_217
WP_012625917.1_217	WP_012626739.1_1049
WP_012625949.1_249	WP_012625949.1_249
WP_012625980.1_281	WP_012625980.1_281
WP_012626012.1_313	WP_012626012.1_313
WP_012626041.1_345	WP_012626041.1_345
WP_012626073.1_377	WP_012626073.1_377
WP_012626100.1_409	WP_012626100.1_409
WP_012626129.1_441	WP_012626129.1_441
WP_012626160.1_473	WP_012626160.1_473
WP_012626193.1_505	WP_012626193.1_505
WP_012626227.1_537	WP_012626227.1_537
WP_012626260.1_569	WP_012626260.1_569
WP_012626292.1_601	WP_012626292.1_601
WP_012626326.1_633	WP_012626326.1_633
WP_156793580.1_665	WP_156793580.1_665
WP_012626391.1_697	WP_012626391.1_697
WP_156793584.1_729	WP_156793584.1_729
WP_012626457.1_761	WP_012626457.1_761
WP_012626489.1_793	WP_012626489.1_793
WP_012626521.1_825	WP_012626521.1_825
WP_156793588.1_857	WP_156793588.1_857
WP_041236184.1_921	WP_041236184.1_921
WP_012626645.1_953	WP_012626645.1_953
WP_012626675.1_985	WP_012626675.1_985
WP_012626706.1_1017	WP_012626706.1_1017
WP_012626769.1_1081	WP_012626769.1_1081
WP_012626799.1_1113	WP_012626799.1_1113
WP_041236197.1_1145	WP_041236197.1_1145
WP_156793754.1_1177	WP_156793754.1_1177
WP_012626894.1_1209	WP_012626894.1_1209
WP_012626926.1_1241	WP_012626926.1_1241
WP_012626990.1_1305	WP_012626990.1_1305
WP_083774704.1_1337	WP_083774704.1_1337
WP_012627053.1_1369	WP_012627053.1_1369
WP_012627086.1_1401	WP_012627086.1_1401
WP_012627117.1_1433	WP_012627117.1_1433
WP_unassigned_1465	WP_unassigned_1465
WP_041236787.1_1497	WP_041236787.1_1497
WP_012627212.1_1529	WP_012627212.1_1529
WP_049770950.1_1561	WP_049770950.1_1561
WP_012627263.1_1593	WP_012627263.1_1593
WP_012627295.1_1625	WP_012627295.1_1625
WP_012627328.1_1657	WP_012627328.1_1657
WP_012627359.1_1689	WP_012627359.1_1689
WP_012627388.1_1721	WP_012627388.1_1721
WP_012627422.1_1753	WP_012627422.1_1753
WP_012627453.1_1785	WP_012627453.1_1785
WP_012627482.1_1817	WP_012627482.1_1817
WP_012627510.1_1849	WP_012627510.1_1849
WP_156793780.1_1881	WP_156793780.1_1881
WP_012627573.1_1913	WP_012627573.1_1913
WP_012627603.1_1945	WP_012627603.1_1945
WP_012627636.1_1977	WP_012627636.1_1977
WP_012627668.1_2009	WP_012627668.1_2009
WP_156793624.1_2041	WP_156793624.1_2041
WP_012627729.1_2073	WP_012627729.1_2073
WP_012627761.1_2105	WP_012627761.1_2105
WP_012627792.1_2137	WP_012627792.1_2137
WP_012627890.1_2233	WP_012627890.1_2233
WP_012627921.1_2265	WP_012627921.1_2265
WP_041236279.1_2297	WP_041236279.1_2297
WP_012627986.1_2329	WP_012627986.1_2329
WP_012628018.1_2361	WP_012628018.1_2361
WP_012628050.1_2393	WP_012628050.1_2393
WP_012628081.1_2425	WP_012628081.1_2425
WP_012628139.1_2489	WP_012628139.1_2489
WP_012628171.1_2521	WP_012628171.1_2521
WP_012628204.1_2553	WP_012628204.1_2553
WP_012628237.1_2585	WP_012628237.1_2585
WP_156793805.1_2617	WP_156793805.1_2617
WP_012628299.1_2649	WP_012628299.1_2649
WP_012628331.1_2681	WP_012628331.1_2681
WP_012628361.1_2713	WP_012628361.1_2713
WP_012628361.1_2713	WP_012630447.1_4841
WP_012628361.1_2713	WP_unassigned_69
WP_012628361.1_2713	WP_071819263.1_2496
WP_012628386.1_2745	WP_012628386.1_2745
WP_012628419.1_2777	WP_012628419.1_2777
WP_012628449.1_2809	WP_012628449.1_2809
WP_041236322.1_2873	WP_041236322.1_2873
WP_012628538.1_2905	WP_012628538.1_2905
WP_012628571.1_2937	WP_012628571.1_2937
WP_012628605.1_2969	WP_012628605.1_2969
WP_012628638.1_3001	WP_012628638.1_3001
WP_041236341.1_3033	WP_041236341.1_3033
WP_012628702.1_3065	WP_012628702.1_3065
WP_012628737.1_3097	WP_012628737.1_3097
WP_012628767.1_3129	WP_012628767.1_3129
WP_041237125.1_3161	WP_041237125.1_3161
WP_012628834.1_3193	WP_012628834.1_3193
WP_012628866.1_3225	WP_012628866.1_3225
WP_012628894.1_3257	WP_012628894.1_3257
WP_012628927.1_3289	WP_012628927.1_3289
WP_012628958.1_3321	WP_012628958.1_3321
WP_012628989.1_3353	WP_012628989.1_3353
WP_156793832.1_3385	WP_156793832.1_3385
WP_012629056.1_3417	WP_012629056.1_3417
WP_012629086.1_3449	WP_012629086.1_3449
WP_012629120.1_3481	WP_012629120.1_3481
WP_012629181.1_3545	WP_012629181.1_3545
WP_012629212.1_3577	WP_012629212.1_3577
WP_012629243.1_3609	WP_012629243.1_3609
WP_012629275.1_3641	WP_012629275.1_3641
WP_012629305.1_3673	WP_012629305.1_3673
WP_012629336.1_3705	WP_012629336.1_3705
WP_012629367.1_3737	WP_012629367.1_3737
WP_012629399.1_3769	WP_012629399.1_3769
WP_041237262.1_3801	WP_041237262.1_3801
WP_156793843.1_3833	WP_156793843.1_3833
WP_156793843.1_3833	WP_041236273.1_2201
WP_012629496.1_3865	WP_012629496.1_3865
WP_012629525.1_3897	WP_012629525.1_3897
WP_012629558.1_3929	WP_012629558.1_3929
WP_012629591.1_3961	WP_012629591.1_3961
WP_012629622.1_3993	WP_012629622.1_3993
WP_041237305.1_4025	WP_041237305.1_4025
WP_012629684.1_4057	WP_012629684.1_4057
WP_012629716.1_4089	WP_012629716.1_4089
WP_156793696.1_4121	WP_156793696.1_4121
WP_012629782.1_4153	WP_012629782.1_4153
WP_012629814.1_4185	WP_012629814.1_4185
WP_012629845.1_4217	WP_012629845.1_4217
WP_012629877.1_4249	WP_012629877.1_4249
WP_012629905.1_4281	WP_012629905.1_4281
WP_012629937.1_4313	WP_012629937.1_4313
WP_156793704.1_4345	WP_156793704.1_4345
WP_012629996.1_4377	WP_012629996.1_4377
WP_156793855.1_4409	WP_156793855.1_4409
WP_071819332.1_4441	WP_071819332.1_4441
WP_156793858.1_4473	WP_156793858.1_4473
WP_012630124.1_4505	WP_012630124.1_4505
WP_012630155.1_4537	WP_012630155.1_4537
WP_012630187.1_4569	WP_012630187.1_4569
WP_012630220.1_4601	WP_012630220.1_4601
WP_012630251.1_4633	WP_012630251.1_4633
WP_156793716.1_4665	WP_156793716.1_4665
WP_012630316.1_4697	WP_012630316.1_4697
WP_012630347.1_4729	WP_012630347.1_4729
WP_012630377.1_4761	WP_012630377.1_4761
WP_012630407.1_4793	WP_012630407.1_4793
WP_012630436.1_4825	WP_012630436.1_4825
WP_012630463.1_4857	WP_012630463.1_4857
WP_012630496.1_4889	WP_012630496.1_4889
WP_012630528.1_4921	WP_012630528.1_4921
WP_012630562.1_4953	WP_012630562.1_4953
WP_015939391.1_5017	WP_015939391.1_5017
WP_015939426.1_5049	WP_015939426.1_5049
WP_015939460.1_5081	WP_015939460.1_5081
WP_156793882.1_5113	WP_156793882.1_5113
WP_unassigned_5145	WP_unassigned_5145
WP_083774808.1_5177	WP_083774808.1_5177
WP_012630662.1_5241	WP_012630662.1_5241
WP_012630727.1_5305	WP_012630727.1_5305
WP_012623645.1_5337	WP_012623645.1_5337
WP_012625723.1_26	WP_012625723.1_26
WP_012625753.1_58	WP_012625753.1_58
WP_012625785.1_90	WP_012625785.1_90
WP_012625820.1_122	WP_012625820.1_122
WP_012625851.1_154	WP_012625851.1_154
WP_012625885.1_186	WP_012625885.1_186
WP_012625918.1_218	WP_012625918.1_218
WP_012625950.1_250	WP_012625950.1_250
WP_012625981.1_282	WP_012625981.1_282
WP_unassigned_314	WP_unassigned_314
WP_012626042.1_346	WP_012626042.1_346
WP_041236141.1_378	WP_041236141.1_378
WP_012626101.1_410	WP_012626101.1_410
WP_012626130.1_442	WP_012626130.1_442
WP_012626161.1_474	WP_012626161.1_474
WP_012626194.1_506	WP_012626194.1_506
WP_012626228.1_538	WP_012626228.1_538
WP_156793574.1_570	WP_156793574.1_570
WP_012626293.1_602	WP_012626293.1_602
WP_071819242.1_634	WP_071819242.1_634
WP_012626360.1_666	WP_012626360.1_666
WP_012626392.1_698	WP_012626392.1_698
WP_012626426.1_730	WP_012626426.1_730
WP_012626458.1_762	WP_012626458.1_762
WP_071819292.1_794	WP_071819292.1_794
WP_012626522.1_826	WP_012626522.1_826
WP_012626554.1_858	WP_012626554.1_858
WP_041236182.1_890	WP_041236182.1_890
WP_083774699.1_922	WP_083774699.1_922
WP_012626646.1_954	WP_012626646.1_954
WP_012626676.1_986	WP_012626676.1_986
WP_012626707.1_1018	WP_012626707.1_1018
WP_156793752.1_1050	WP_156793752.1_1050
WP_012626770.1_1082	WP_012626770.1_1082
WP_012626800.1_1114	WP_012626800.1_1114
WP_012626831.1_1146	WP_012626831.1_1146
WP_012626862.1_1178	WP_012626862.1_1178
WP_012626895.1_1210	WP_012626895.1_1210
WP_012626927.1_1242	WP_012626927.1_1242
WP_012626960.1_1274	WP_012626960.1_1274
WP_041236741.1_1306	WP_041236741.1_1306
WP_156793604.1_1338	WP_156793604.1_1338
WP_012627054.1_1370	WP_012627054.1_1370
WP_012627087.1_1402	WP_012627087.1_1402
WP_156793610.1_1434	WP_156793610.1_1434
WP_041236225.1_1466	WP_041236225.1_1466
WP_012627182.1_1498	WP_012627182.1_1498
WP_012627213.1_1530	WP_012627213.1_1530
WP_012627238.1_1562	WP_012627238.1_1562
WP_012627264.1_1594	WP_012627264.1_1594
WP_012627296.1_1626	WP_012627296.1_1626
WP_012627329.1_1658	WP_012627329.1_1658
WP_041236825.1_1690	WP_041236825.1_1690
WP_012627389.1_1722	WP_012627389.1_1722
WP_012627423.1_1754	WP_012627423.1_1754
WP_012627454.1_1786	WP_012627454.1_1786
WP_012627483.1_1818	WP_012627483.1_1818
WP_041236247.1_1850	WP_041236247.1_1850
WP_012627544.1_1882	WP_012627544.1_1882
WP_041236874.1_1914	WP_041236874.1_1914
WP_012627605.1_1946	WP_012627605.1_1946
WP_012627637.1_1978	WP_012627637.1_1978
WP_041236903.1_2010	WP_041236903.1_2010
WP_012627701.1_2042	WP_012627701.1_2042
WP_012627730.1_2074	WP_012627730.1_2074
WP_083774777.1_2106	WP_083774777.1_2106
WP_156793788.1_2138	WP_156793788.1_2138
WP_012627824.1_2170	WP_012627824.1_2170
WP_012627858.1_2202	WP_012627858.1_2202
WP_012627891.1_2234	WP_012627891.1_2234
WP_083774718.1_2266	WP_083774718.1_2266
WP_041236951.1_2298	WP_041236951.1_2298
WP_012627987.1_2330	WP_012627987.1_2330
WP_012628019.1_2362	WP_012628019.1_2362
WP_156793633.1_2394	WP_156793633.1_2394
WP_012628082.1_2426	WP_012628082.1_2426
WP_unassigned_2458	WP_unassigned_2458
WP_012628140.1_2490	WP_012628140.1_2490
WP_012628172.1_2522	WP_012628172.1_2522
WP_012628205.1_2554	WP_012628205.1_2554
WP_041236304.1_2586	WP_041236304.1_2586
WP_012628300.1_2650	WP_012628300.1_2650
WP_012628332.1_2682	WP_012628332.1_2682
WP_012628362.1_2714	WP_012628362.1_2714
WP_012628387.1_2746	WP_012628387.1_2746
WP_012628420.1_2778	WP_012628420.1_2778
WP_012628450.1_2810	WP_012628450.1_2810
WP_012628450.1_2810	WP_012628451.1_2811
WP_012628509.1_2874	WP_012628509.1_2874
WP_012628539.1_2906	WP_012628539.1_2906
WP_156793817.1_2938	WP_156793817.1_2938
WP_083774786.1_2970	WP_083774786.1_2970
WP_012628639.1_3002	WP_012628639.1_3002
WP_012628671.1_3034	WP_012628671.1_3034
WP_012628703.1_3066	WP_012628703.1_3066
WP_156793659.1_3098	WP_156793659.1_3098
WP_012628768.1_3130	WP_012628768.1_3130
WP_012628803.1_3162	WP_012628803.1_3162
WP_012628835.1_3194	WP_012628835.1_3194
WP_012628867.1_3226	WP_012628867.1_3226
WP_012628895.1_3258	WP_012628895.1_3258
WP_041236358.1_3290	WP_041236358.1_3290
WP_012628959.1_3322	WP_012628959.1_3322
WP_012628990.1_3354	WP_012628990.1_3354
WP_012629023.1_3386	WP_012629023.1_3386
WP_012629057.1_3418	WP_012629057.1_3418
WP_012629087.1_3450	WP_012629087.1_3450
WP_012629121.1_3482	WP_012629121.1_3482
WP_012629151.1_3514	WP_012629151.1_3514
WP_012629182.1_3546	WP_012629182.1_3546
WP_041237224.1_3578	WP_041237224.1_3578
WP_012629244.1_3610	WP_012629244.1_3610
WP_012629276.1_3642	WP_012629276.1_3642
WP_012629306.1_3674	WP_012629306.1_3674
WP_041237248.1_3706	WP_041237248.1_3706
WP_012629368.1_3738	WP_012629368.1_3738
WP_012629400.1_3770	WP_012629400.1_3770
WP_012629433.1_3802	WP_012629433.1_3802
WP_012629465.1_3834	WP_012629465.1_3834
WP_012629497.1_3866	WP_012629497.1_3866
WP_012629526.1_3898	WP_012629526.1_3898
WP_012629559.1_3930	WP_012629559.1_3930
WP_012629592.1_3962	WP_012629592.1_3962
WP_041237296.1_3994	WP_041237296.1_3994
WP_012628575.1_2940	WP_012628575.1_2940
WP_012628609.1_2972	WP_012628609.1_2972
WP_012628641.1_3004	WP_012628641.1_3004
WP_041236342.1_3036	WP_041236342.1_3036
WP_012628705.1_3068	WP_012628705.1_3068
WP_012628740.1_3100	WP_012628740.1_3100
WP_083774730.1_3132	WP_083774730.1_3132
WP_012628805.1_3164	WP_012628805.1_3164
WP_012628837.1_3196	WP_012628837.1_3196
WP_041237133.1_3228	WP_041237133.1_3228
WP_012628897.1_3260	WP_012628897.1_3260
WP_012628930.1_3292	WP_012628930.1_3292
WP_071819320.1_3324	WP_071819320.1_3324
WP_012629025.1_3388	WP_012629025.1_3388
WP_071819276.1_3420	WP_071819276.1_3420
WP_041237183.1_3452	WP_041237183.1_3452
WP_012629123.1_3484	WP_012629123.1_3484
WP_012629153.1_3516	WP_012629153.1_3516
WP_012629184.1_3548	WP_012629184.1_3548
WP_012629215.1_3580	WP_012629215.1_3580
WP_012629246.1_3612	WP_012629246.1_3612
WP_012629278.1_3644	WP_012629278.1_3644
WP_unassigned_3676	WP_unassigned_3676
WP_012629339.1_3708	WP_012629339.1_3708
WP_012629370.1_3740	WP_012629370.1_3740
WP_012629402.1_3772	WP_012629402.1_3772
WP_012629435.1_3804	WP_012629435.1_3804
WP_071819278.1_3836	WP_071819278.1_3836
WP_012629499.1_3868	WP_012629499.1_3868
WP_012629528.1_3900	WP_012629528.1_3900
WP_012629561.1_3932	WP_012629561.1_3932
WP_012629625.1_3996	WP_012629625.1_3996
WP_012629660.1_4028	WP_012629660.1_4028
WP_041236412.1_4060	WP_041236412.1_4060
WP_012629719.1_4092	WP_012629719.1_4092
WP_012629751.1_4124	WP_012629751.1_4124
WP_012629785.1_4156	WP_012629785.1_4156
WP_012629817.1_4188	WP_012629817.1_4188
WP_012629847.1_4220	WP_012629847.1_4220
WP_unassigned_4252	WP_unassigned_4252
WP_012629909.1_4284	WP_012629909.1_4284
WP_012629940.1_4316	WP_012629940.1_4316
WP_012629971.1_4348	WP_012629971.1_4348
WP_012629999.1_4380	WP_012629999.1_4380
WP_041237371.1_4412	WP_041237371.1_4412
WP_012630062.1_4444	WP_012630062.1_4444
WP_012630095.1_4476	WP_012630095.1_4476
WP_012630127.1_4508	WP_012630127.1_4508
WP_012630158.1_4540	WP_012630158.1_4540
WP_012630190.1_4572	WP_012630190.1_4572
WP_012630190.1_4572	WP_012627300.1_1630
WP_012630224.1_4604	WP_012630224.1_4604
WP_012630253.1_4636	WP_012630253.1_4636
WP_012630287.1_4668	WP_012630287.1_4668
WP_156793865.1_4700	WP_156793865.1_4700
WP_012630350.1_4732	WP_012630350.1_4732
WP_012630380.1_4764	WP_012630380.1_4764
WP_156793722.1_4796	WP_156793722.1_4796
WP_012630466.1_4860	WP_012630466.1_4860
WP_012630499.1_4892	WP_012630499.1_4892
WP_012630499.1_4892	WP_012626082.1_387
WP_012630499.1_4892	WP_012626082.1_966
WP_012630499.1_4892	WP_012626082.1_1542
WP_012630499.1_4892	WP_012626082.1_3050
WP_012630499.1_4892	WP_012626082.1_4970
WP_012630499.1_4892	WP_012626082.1_432
WP_012630499.1_4892	WP_012626082.1_4827
WP_012630499.1_4892	WP_012626082.1_2780
WP_012630531.1_4924	WP_012630531.1_4924
WP_012630565.1_4956	WP_012630565.1_4956
WP_083774801.1_5020	WP_083774801.1_5020
WP_015939429.1_5052	WP_015939429.1_5052
WP_unassigned_5084	WP_unassigned_5084
WP_015939494.1_5116	WP_015939494.1_5116
WP_015939494.1_5116	WP_012626065.1_368
WP_012630593.1_5148	WP_012630593.1_5148
WP_156793894.1_5212	WP_156793894.1_5212
WP_071819345.1_5244	WP_071819345.1_5244
WP_012630696.1_5276	WP_012630696.1_5276
WP_unassigned_5308	WP_unassigned_5308
WP_012623648.1_5340	WP_012623648.1_5340
WP_012625726.1_29	WP_012625726.1_29
WP_012625757.1_61	WP_012625757.1_61
WP_012625788.1_93	WP_012625788.1_93
WP_012625823.1_125	WP_012625823.1_125
WP_012625854.1_157	WP_012625854.1_157
WP_012625888.1_189	WP_012625888.1_189
WP_012625921.1_221	WP_012625921.1_221
WP_156793734.1_253	WP_156793734.1_253
WP_012625984.1_285	WP_012625984.1_285
WP_041236137.1_317	WP_041236137.1_317
WP_012626046.1_349	WP_012626046.1_349
WP_012626077.1_381	WP_012626077.1_381
WP_012626104.1_413	WP_012626104.1_413
WP_012626133.1_445	WP_012626133.1_445
WP_012626164.1_477	WP_012626164.1_477
WP_012626197.1_509	WP_012626197.1_509
WP_012626232.1_541	WP_012626232.1_541
WP_012626263.1_573	WP_012626263.1_573
WP_041236576.1_605	WP_041236576.1_605
WP_156793578.1_637	WP_156793578.1_637
WP_012626363.1_669	WP_012626363.1_669
WP_012626397.1_701	WP_012626397.1_701
WP_012626429.1_733	WP_012626429.1_733
WP_012626461.1_765	WP_012626461.1_765
WP_012629598.1_3968	WP_012629598.1_3968
